ensemble_cluster_id,cluster_size,missing_sm,match_letter,picked_idx,confidence,reason,n_candidates
961,3,Morrisons,NONE,,0.95,"No candidate is macadamia nuts. Cluster requires macadamia nuts specifically; candidates A is mixed nuts, E and H are peanut/almond blends, G is unspecified nut",8
965,2,Tesco,NONE,,0.95,"The cluster is a Cake Angels Toy Story 4 Chocolate Cupcake Kit (branded, 175g). No candidate matches: A-B are chocolate candies not cupcake kits; C-E are cupcak",8
966,3,Morrisons,NONE,,0.95,"Cluster contains cranberries (100g). Candidates include curry sauce mix, strawberries, sardines, crab meat, snack bars, mackerel, tea, and crisps. None match cr",8
968,3,Tesco,NONE,,0.98,"Cluster contains flaked almonds (whole nuts). Candidates A and C are almond butter (processed paste), not flaked almonds. No Tesco flaked almonds candidate matc",8
971,2,Morrisons,NONE,,0.95,Cluster is Dr. Oetker Spectacular Science Solar System Cupcake Mix (360g baking product). Candidate A is cupcake cases (different product type). Candidate B is ,3
941,3,Tesco,A,52471.0,0.95,"Innocent Kids Super Smoothie, 600ml total (4x150ml pack), same brand and format as cluster. Flavour is different (Mangoes, Peaches, Apricots & Apples vs Mango F",8
960,2,Tesco,NONE,,0.95,"Candidate A is walnut halves (not pieces), different variety. No other candidate is walnut pieces. The cluster requires walnut pieces at 150g.",8
975,3,Morrisons,NONE,,0.95,"Cluster is Dr. Oetker Extra Strong Violet Food Colouring Gel 15ml/15g. Candidates B and E are Cake Decor brand (different brand), and no Dr. Oetker Violet varia",8
946,3,Morrisons,NONE,,0.95,"Cluster is a 12-cup muffin tin (baking equipment). Candidates A and D are muffin/cupcake cases (liners/paper cups), which are consumables, not the same product.",8
979,3,Morrisons,A,24114.0,0.95,Cake Decor American Peppermint Extract 38ml matches the cluster's core product: American Peppermint Extract in similar volume (38ml vs 35-38ml range). Different,8
974,3,Morrisons,NONE,,0.95,Candidate A is Yellow Colour Gel but from different brand (Cake Decor vs Dr. Oetker) and different weight (19g vs 15g). No candidate matches Dr. Oetker brand wi,8
976,3,Morrisons,NONE,,0.95,"The cluster is Dr. Oetker Extra Strong Red Food Colouring Gel 15ml/15g. None of the candidates match: A is Trebor mints, B-D-F-G are generic Cake Decor colour g",8
978,3,Morrisons,NONE,,0.95,"Cluster is Dr. Oetker Orange Extra Strong Food Colour Gel 15g. Candidates D-G are Cake Decor colour gels (different brand, different sizes 19g), C is Dr. Oetker",8
890,3,Tesco,NONE,,0.95,"Cluster is 100% smooth orange juice (Copella/Morrisons own-brand), 1350-1500ml, single pack. No Tesco candidate matches: A is multi-fruit juice drink, B is appl",8
985,2,Tesco,NONE,,0.95,"Cluster is ground almonds (flour-like product), 150g. No candidate matches this product type, weight, or form. Candidate A is almond butter (different product f",8
962,2,Tesco,NONE,,0.99,"No candidate matches Dr. Oetker Brookie Cookies Baking Mix. Cluster is a specific baking mix product; candidates include chocolates, oils, beans, noodles, and s",8
981,3,Sains,NONE,,0.95,"Candidate A is Sainsbury's own-brand Madagascan Vanilla Extract (different brand from Dr. Oetker cluster), and volume is 37.7ml vs 35ml in cluster. Brand mismat",6
994,2,Tesco,B,56346.0,0.75,Both cluster items are 'Baked With Love' dinosaur decorations (12 pack). Option B is Dr Oetker white chocolate dinosaurs but different brand and pack size (12 v,8
985,2,Sains,NONE,,0.95,"Cluster is ground almonds 150g. Candidate A is whole almonds (different form), F is a mix product (different), C/D/E are chocolate-coated (different), B/G/H are",8
982,3,Tesco,NONE,,0.95,"The cluster contains Wright's brand cheddar cheese bread mixes (with varying vegetables), all 500g. None of the Tesco candidates are Wright's brand cheddar chee",8
1002,2,Sains,NONE,,0.99,"Cluster is Dr Oetker Fine Dark Cocoa Powder (190g). All Sainsbury's candidates are finished chocolate/confectionery products, not cocoa powder. No match for the",8
996,2,Sains,NONE,,0.95,Cluster contains loaf tins (baking equipment/cookware). Candidates A-B are loaf liners (similar cookware but different product). Candidates C-H are food product,8
1006,3,Tesco,NONE,,0.95,"Cluster is Dr. Oetker Rainbow Cupcake Cases x72. Candidate A is Create A Cake Rainbow Muffin Cases 100 (different brand, different pack count). No exact match a",8
1010,2,Sains,NONE,,0.95,"The cluster is Dr. Oetker Cream of Tartar Sachets 30g. Candidate H is Dr. Oetker Bunnies & Eggs Dark Chocolate Decorations 26g - different product variety, diff",8
989,2,Tesco,NONE,,0.99,"Cluster contains stainless steel sieves (kitchen tools). All candidates (A-H) are food products (sardines, seeds, muesli, raisins, sprinkles, ginger, honey stri",8
1011,3,Tesco,NONE,,0.99,"The cluster is Dr. Oetker Platinum Grade Leaf Gelatine 13g. None of the Tesco candidates are gelatine products. Candidates A-G are flatbreads, cake cases, gum, ",7
983,3,Sains,NONE,,0.95,"Cluster is a Cake Angels Disney Frozen 2 Chocolate Cupcake Kit (~175g). Candidates A-H are all different products: wafers, rice cakes, chocolate bars, cookies, ",8
1019,2,Sains,NONE,,0.99,Cluster is Dr. Oetker Bicarbonate of Soda Sachets (~42g). No candidate is bicarbonate of soda or matches this core product. All candidates are different product,8
1020,2,Tesco,NONE,,0.95,"Candidate B is Dr. Oetker brand but different product (Decorating Icing White, not Ground Arrowroot). All other candidates are completely different products wit",6
986,3,Sains,A,37755.0,0.95,"Sainsbury's Moroccan Almond Extract matches the core product: same variety (Moroccan Almond), same format (liquid extract), same volume (38ml vs 35-38ml range i",8
1022,2,Tesco,A,55513.0,0.85,"Same core product (cocoa powder for baking), same variety (plain cocoa), own-brand allowed across SMs. Only difference is weight (200g vs 250g cluster), which i",8
1024,2,Tesco,NONE,,0.95,"The cluster contains pastel writing icing (75g), but no Tesco candidate matches this product. Option B is muffin cases (different product), F is a piping kit (d",8
1010,2,Morrisons,NONE,,0.99,Cluster is Dr. Oetker Cream of Tartar Sachets 30g. None of the candidates match this product - they are all different brands and/or completely different product,8
1028,3,Tesco,NONE,,0.95,"Cluster is Dr. Oetker cake sprinkles/decorative mix (115g), candidates are chocolate bars, biscuits, or cereal bars - fundamentally different product categories",8
1029,3,Tesco,NONE,,0.95,"Cluster is Dr. Oetker Unicorn Confetti Sprinkle Mix 110g. No Tesco candidate matches: A is different brand/weight (85g), B is cake topper not sprinkles, C is ba",8
1032,3,Morrisons,NONE,,0.95,"No candidate is a dumpling mix. A-D and G are other food mixes (Bic Mix, Tropical Mix, Llama Mix, Mini Mallows, Yorkshire Puddings Batter Mix). E is Dim Sum Mix",7
1026,2,Tesco,NONE,,0.99,"Cluster is Allinson's Yeast (22g, 2 pack). Candidates A-F are: roti, peanut bar, candy, cake topper, mixed nuts, and wafer daisies. None match the brand (Allins",6
1022,2,Sains,NONE,,0.95,"Cluster is plain cocoa powder (baking cocoa) 250g. No candidate matches: A is flavored hot chocolate powder (200g), B is mint flavored powder (220g), C is gravy",8
1007,2,Sains,NONE,,0.99,"Cluster is Nickelodeon Pinkfong Baby Shark Cupcake Kit (branded, 130g). None of candidates A-H match this specific branded product. Candidates are either unrela",8
1038,2,Sains,NONE,,0.95,"No candidate matches the cluster. Cluster is Vanilla Cupcake Kit/Mix 290g. Option A is Red Velvet (different flavour), B is unbranded Vanilla 290g (not a cupcak",8
1019,2,Tesco,NONE,,0.99,"Cluster is Dr. Oetker Bicarbonate of Soda Sachets (~42g). No candidate matches this product - all candidates are different products (caramel flavour, decorating",8
1048,3,Morrisons,NONE,,0.95,"Cluster contains blanched/whole hazelnuts (100g). No candidate matches: A is mixed nuts, B is chocolate bar, C is mixed nuts in bar, D is snack, E is oil, F is ",8
1049,2,Sains,NONE,,0.95,Cluster contains plain cashew nuts at 150g. Candidate A (Cashew Kernels 200g) is plain cashews but different weight and different form (kernels vs whole nuts). ,8
1043,3,Tesco,NONE,,0.95,"Candidate A is organic sultanas but 375g, not 500g. Cluster products are all 500g non-organic sultanas. Weight mismatch disqualifies it as same core product.",4
996,2,Morrisons,NONE,,0.95,Cluster contains loaf tins (baking equipment). All candidates are food/beverage products in tins. No candidate matches the core product of a loaf tin.,8
1052,3,Sains,NONE,,0.95,"Cluster contains edible sunflower seeds (food product) in 150-160g packs. Candidates A and F are sunflower plants/seeds for growing, not edible seeds. No candid",8
1051,2,Morrisons,B,30517.0,0.85,"Whitworths Berry & White Cherries 100g matches the cluster's core product (berries and cherries, 100g). Same weight, same variety focus (mixed berries with cher",8
1058,2,Morrisons,A,22871.0,0.95,"Morrisons Savers Mixed Dried Fruit 500g matches the cluster's core product (dried mixed fruit, 500g). Different own-brand labels (JUST ESSENTIALS, Tesco, Savers",8
1059,2,Morrisons,NONE,,0.95,"Candidate A is Whitworths Snacking Raisins, a different variety from the cluster's Chilean Flame/Jumbo Flame Raisins. Same brand and weight, but different flavo",8
1065,2,Tesco,NONE,,0.95,"Cluster is Dr. Oetker Glamour & Sparkle Sprinkles Mix 115g. Candidates lack exact match: A is different brand/flavor (La Rochelle Bacon), B is different product",8
1035,3,Morrisons,NONE,,0.95,"No candidate is a mixed grain/seed bread mix. Cluster contains bread mixes (ASDA, Sainsbury's, Tesco all multiseed/mixed grain bread mixes ~500g). Candidates A ",8
1036,3,Morrisons,NONE,,0.95,Cluster is branded 'Cake Angels' Bluey cupcake kit at 171g. No Morrisons candidate matches: A is own-brand at 225g (different weight/brand); B-H are either case,8
1065,2,Morrisons,NONE,,0.95,"The cluster is Dr. Oetker Glamour & Sparkle Sprinkles Mix (115g cake decoration product). None of the Morrison's candidates match this brand, variety, or produc",8
1038,2,Morrisons,NONE,,0.95,"The cluster contains vanilla cupcake kits at 290g from ASDA and Tesco (own-brand). Candidate B (Morrisons Fairy Cake Kit, 225g) is a different weight and 'fairy",8
1073,2,Sains,NONE,,0.95,"Cluster is Dr. Oetker branded white chocolate unicorn/rainbow pieces (11 count, 18g). Candidate A is House of Cake unbranded cake decorations (12 count), differ",8
1055,3,Tesco,NONE,,0.95,"Candidate A is Crazy Jack (different brand from Whitworths cluster). Other candidates are biscuits/tortilla chips, not figs. No match.",5
1077,3,Sains,NONE,,0.95,The cluster contains Dr. Oetker Party Candles (18 pack) and Dr. Oetker Cream of Tartar. No candidate matches either product: E is Sainsbury's Home candles (diff,8
1080,3,Sains,A,33361.0,0.85,White cooking chocolate from Sainsbury's Belgian range. Own-brand equivalent to cluster's white cooking chocolate. Only difference is weight (200g vs 150g clust,8
1084,2,Sains,NONE,,0.95,Cluster is Nielsen-Massey Vanilla Extract 600ml liquid. Candidate A is Nielsen-Massey Vanilla Pods (different product form - pods not extract). No other candida,8
1069,2,Tesco,NONE,,0.95,"Cluster is Whitworths Fruity Biscuit Shots (branded, specific product). No Tesco candidate is Whitworths brand or matches the Fruity Biscuit Shots product line.",8
1086,2,Tesco,NONE,,0.95,"Cluster is Jif Lemon Juice (liquid condiment, 100ml). Candidates A, B, C are all snacks/foods (sherbet sweets, potato crisps, rice cakes) - completely different",3
1071,3,Morrisons,NONE,,0.95,"Cluster is Urban Fruit brand pineapple (baked/dried), 100g. Candidates A-D are One Love brand (different brand), E-H are completely different products. No match",8
1088,3,Sains,NONE,,0.95,"Cluster is Dr. Oetker Giant Chocolate Stars 20g. Candidate A is Dr. Oetker Bunnies & Eggs 26g - different variety, different weight, and different shape/decorat",8
1073,2,Morrisons,NONE,,0.99,The cluster is Dr. Oetker White Chocolate Unicorns & Rainbows cake decorations (18g). None of the Morrisons candidates match this product. Option A is Dr. Oetke,8
1089,3,Sains,NONE,,0.95,"Cluster is Dr Oetker White Chocolate Chunks 100g (branded, specific brand). Candidate C (Menier Swiss White Cooking Chocolate) is a different brand. Candidate A",8
1091,2,Sains,NONE,,0.95,"The cluster contains Dr. Oetker numbered candles (Number Four and Number 5), which are cake decoration candles. None of the Sainsbury's candidates are Dr. Oetke",8
1069,2,Morrisons,NONE,,0.95,Cluster is Whitworths Fruity Biscuit Shots 100g (4x25g pack). Candidate B is Whitworths Berry & White Chocolate (different flavour). Candidate A is Nuts variety,8
1085,3,Tesco,NONE,,0.95,"Cluster is KTC Rose Water (190ml/190g), a flavored liquid product. All candidates are different products: nougat wafers, crisps, waffle cones, vegetables in wat",8
1098,2,Sains,NONE,,0.95,"Cluster contains Dr. Oetker numbered candles (Number Seven and Number 2). Candidates include Dr. Oetker chocolate products and other candles, but no Dr. Oetker ",8
1095,3,Morrisons,NONE,,0.95,The cluster contains Dr. Oetker Celebration/Tall Candles (baking candles). Candidate B is Dr. Oetker but a different product (egg white powder). No candidate ma,8
1097,2,Tesco,NONE,,0.99,"No candidate matches Nielsen-Massey Vanilla Bean Paste 600ml. All candidates are different products (cereals, candles, condiments, nuts, pulses, lentils, tamari",8
1104,2,Tesco,NONE,,0.95,"Cluster is Gluten Free Sage & Onion. Candidate A is Low Salt (different variety), B is Chestnut & Cranberry (different flavour), C is Chicken & Bacon (different",8
1104,2,Morrisons,NONE,,0.95,"Cluster contains Sage & Onion flavour (gluten free), all candidates have different flavours (Apple & Rosemary, Bic Mix, Yorkshire Puddings, Steak/Ale/Onion Cris",8
1107,2,Sains,NONE,,0.95,"Cluster contains generic batter mix (ASDA Essentials and Tesco own-brand). Candidate A is Onion Bhaji Batter Mix (specific flavour, different core product). Can",8
1098,2,Morrisons,NONE,,0.95,"The cluster contains Dr. Oetker numbered candles (Number Seven and Number 2), which are cake decoration candles. None of the Morrison's candidates are Dr. Oetke",8
1099,3,Sains,NONE,,0.95,"Cluster contains Dr. Oetker branded products (candles and chocolate bar). No candidate is a Dr. Oetker product. All candidates are either Sainsbury's own-brand,",8
1107,2,Morrisons,NONE,,0.95,Cluster is plain/basic batter mix (JUST ESSENTIALS and Tesco generic). Candidate A is Yorkshire Puddings Batter Mix (different variety/flavour). Candidates B-H ,8
1090,3,Sains,NONE,,0.95,"Cluster contains Dr. Oetker branded chocolate/candy number candles (40g). No candidate is Dr. Oetker branded. Candidates A-H are either different brands (Lotte,",8
1111,2,Tesco,NONE,,0.95,"Cluster is The Flan Co. Large Sponge Flan Case 200g. No Tesco candidate matches this branded product, weight, or core product type (sponge flan case vs sauces, ",8
1093,3,Sains,NONE,,0.95,"Cluster contains Dr. Oetker branded products (candles and chocolate), but no Sainsbury's candidate is Dr. Oetker brand. All candidates are either Sainsbury's ow",8
1119,3,Tesco,NONE,,0.99,"Cluster is all-butter sweet pastry cases (210-220g). Candidates are nut butters, biscuits, candle, and sweetener - no pastry cases present in Tesco options.",8
1120,3,Sains,NONE,,0.95,The cluster contains Betty Crocker cake mixes (425g) in various flavours. No candidate is a Betty Crocker cake mix. Candidate E is Betty Crocker brand but it's ,8
1113,3,Morrisons,NONE,,0.95,"Cluster is savoury pastry cases (food product for baking). None of the candidates are pastry cases. Options C and D are cupcake cases (baking vessels, not food)",8
1114,3,Sains,NONE,,0.95,Cluster contains scone mixes (baking product). All candidates are cheese/food products but none are scone mixes. No match found.,8
1125,3,Tesco,NONE,,0.95,"Cluster is Triple Chocolate Cookie Mix (270-275g). Candidate A is Superfood Bakery Chocolate Cookie Mix (245g) - different brand, different weight, and 'chocola",8
1122,2,Sains,NONE,,0.95,Cluster contains all-butter pastry cases (ASDA) and cheese straws (Tesco) - different products. No candidate matches both items or represents a clear core produ,8
1126,2,Sains,B,35583.0,0.75,"Sainsbury's Chocolate Brownie Mix matches the core product (chocolate brownie mix) and is own-brand like ASDA and Tesco versions. However, 375g differs from the",8
1132,3,Sains,NONE,,0.95,"No Betty Crocker Peanut Butter Cookie Mix from Sainsbury's in candidates. A, C, E are peanut butter spreads not cookie mixes. B, D, F, G, H are different produc",8
1138,3,Morrisons,NONE,,0.99,"Cluster is Brown & Polson Cornflour 500g. None of the candidates are cornflour - they are tea bags, granola, almond flour, lentils, cereal, curry sauce, and cho",8
1133,3,Tesco,NONE,,0.95,"The cluster contains crumble topping/mix products (225g). Candidate C is gingerbread mix (different variety/flavour), E is breadcrumbs (different product type),",8
1110,3,Tesco,NONE,,0.95,"Cluster contains Aunt Bessie's branded products (Golden Crumble Mix and Pancake Mix). Candidate A is Tesco own-brand Crumble Mix, different brand. No Tesco cand",8
1143,2,Sains,NONE,,0.95,"Cluster contains plain flour (generic, unbranded own-label products). Candidates A, E, F are wholemeal (different variety). B, D are strong white flour (differe",8
1141,2,Sains,NONE,,0.95,"Cluster is Mr Kipling Signature Collection Indulgent Cake Mix (Belgian Milk Chocolate & Zesty Orange), a branded cake mix product. No Sainsbury's candidate matc",8
1111,2,Sains,NONE,,0.99,The cluster is 'The Flan Co. Large Sponge Flan Case' - a specific branded flan case product. None of the candidates are flan cases or from The Flan Co. brand. T,8
1151,3,Morrisons,NONE,,0.95,"Cluster contains strong white bread flour (organic/gluten-free varieties). Candidate A is wholemeal (different variety), B is 'Best of Both' (different variety)",8
1143,2,Morrisons,NONE,,0.95,"Cluster is plain flour 1500g. Candidate A is naans (bread product, different core product). Candidate B is paper cases (baking accessory, not flour). Neither ma",2
1157,2,Morrisons,NONE,,0.95,"Cluster is self-raising flour (1500g). No candidate is flour - A is gummies, B is chocolate bars, C is fruit drink, D and E are malt drinks. No match.",5
1140,3,Tesco,NONE,,0.95,"Cluster is Mr Kipling Indulgent/Signature Triple Chocolate Cake Mix (416-425g). None of the Tesco candidates are cake mixes - they are spreads, icings, frosting",8
1122,2,Morrisons,NONE,,0.95,"Cluster contains pastry cases and cheese straws (baked goods), candidates are either cupcake cases (A, D, G, H - paper/baking cases, not food products) or compl",8
1156,2,Morrisons,NONE,,0.95,"Cluster is white ready-to-roll icing (cake decorating product). Candidates A-H are breads, beverages, and baking supplies - none match the core icing product.",8
1159,2,Morrisons,NONE,,0.95,Candidate A is Betty Crocker Classic Coffee Icing (different flavour - coffee vs vanilla). All other candidates are completely different product categories (bak,8
1146,3,Tesco,NONE,,0.99,"Cluster is Allinson Strong White Bread Flour 3kg. Candidates A-G are candles, cake cases, rice, flatbreads, and cake toppers - none match the core product of br",7
1163,3,Sains,NONE,,0.95,"Cluster contains standard self-raising flour (free from/organic variants of plain self-raising). Candidate A is white & wholegrain mix (different variety), B is",8
1161,2,Sains,NONE,,0.95,"Cluster is Carr's Premium Plain Flour. All candidates are either different brands (McDougalls, Sainsbury's, Freee) or different varieties (pasta flour, sponge f",8
1165,3,Morrisons,NONE,,0.99,The cluster is Dr. Oetker Ready to Roll Fondant Icing (500g). None of the Morrison's candidates are fondant icing or cake decorating products. All candidates ar,8
1166,2,Morrisons,A,23776.0,0.85,"Both cluster items are white marzipan, own-brand from different SMs. Candidate A is Morrisons white marzipan (500g), matching the core product and weight of the",8
1169,3,Tesco,NONE,,0.99,"Cluster is Betty Crocker Zesty Lemon Icing (400g). No candidate matches: A & B are cake mixes not icing, C is brownie mix, D is lemon juice, E is lemon slices, ",8
1172,2,Sains,NONE,,0.95,"Cluster is Betty Crocker Salted Caramel Icing 400g. Candidate A is strawberry flavour (different flavour). No other candidate matches the brand (Betty Crocker),",8
1174,2,Tesco,NONE,,0.95,"Cluster is Doves Farm Organic Coconut Flour 500g. No candidate matches: A is soup, B is waffle cones, C is coconut milk not flour, D is cooking sauce, E is corn",8
1172,2,Morrisons,NONE,,0.95,"Cluster is Betty Crocker Salted Caramel Icing 400g. Candidate A is Betty Crocker but Coffee flavour (different variety). No other candidates match the brand, fl",8
1179,2,Tesco,NONE,,0.95,"Cluster is Mr Kipling brand (chocolate fudge icing), 400g. All Tesco candidates are either different brands (Ta-Da, Tesco Finest, Tesco Collection, Hackney, Fue",8
1176,2,Morrisons,NONE,,0.95,Cluster is Sicilian Lemon Frosting (flavored frosting/icing product). Candidate A is generic Buttercream Frosting (different flavor). No Sicilian Lemon Frosting,8
1180,3,Morrisons,NONE,,0.95,"Cluster is Allinson brand wholemeal flour (1kg). Candidates A-C are different brands (Rathbones, McDougalls). McDougalls options (B, C) are only 30% whole grain",8
1161,2,Morrisons,NONE,,0.95,"Cluster is Carr's Premium Plain Flour 1kg. Candidates A, C, D, G are plain/baking flours but different brands (Rathbones, McDougalls, Lubella). No Carr's brand ",8
1162,3,Sains,NONE,,0.95,"Cluster contains plain flour (gluten-free and organic variants). Candidate A is pasta flour (different variety), B is white & wholegrain blend (different variet",8
1164,2,Tesco,A,49240.0,0.85,Same core product: ready-rolled white fondant icing. Brand differs (Tesco own-brand vs Dr. Oetker) but weight matches cluster at 450g. Own-brand equivalent of s,8
1181,2,Tesco,NONE,,0.95,Cluster contains sugar decorations (edible cake decorations). All candidates are cake cases/drums - different product category entirely. No match possible.,8
1186,3,Morrisons,NONE,,0.95,"Cluster is Dr. Oetker Rainbow Chocolate Chips Mix (90-93g). Candidates are either different brands (Guylian, Raw Halo, The Original), different product types (r",8
1185,2,Tesco,NONE,,0.95,"No candidate matches the Dr. Oetker Bright & Bold Sprinkles Mix. Candidate A is a different brand/variety (Tesco 100's & 1000's), different weight (85g vs 109-1",8
1183,2,Sains,NONE,,0.95,Cluster is Carr's brand self-raising flour. Candidate A (McDougalls) is different brand. Candidates B & E are gluten-free (different variety). Candidate C is Mc,8
1179,2,Morrisons,A,24027.0,0.85,"Mr Kipling brand, chocolate fudge variety, similar weight (425g vs 400g cluster). Text truncation suggests 'Signature Chocolate Fudge Fill & Glaze' which matche",8
1189,2,Morrisons,NONE,,0.95,"Cluster is Edible Glue (15g), candidates are Colour Gels (19g) or Cake Board/Cupcake Cases - different products with different weights",8
1191,2,Sains,NONE,,0.98,"The cluster contains ready rolled white icing (a cake decorating product), approximately 450g. None of the Sainsbury's candidates are icing products. All candid",8
1192,3,Morrisons,NONE,,0.95,"Cluster is Dr. Oetker brand Adventure/Chocolatey Sprinkles Mix (90-93g). All Morrisons candidates are either different brands (S&B, Little Rolo), different prod",8
1191,2,Tesco,A,49240.0,0.95,Tesco Fondant Ready Rolled Icing 450G matches the cluster's core product: ready rolled white icing in 450g size. 'Fondant' is the technical term for ready-rolle,8
1190,3,Morrisons,NONE,,0.95,"Cluster is Dr. Oetker branded Candy/Chocolate Mix at 90g. All Morrison candidates are either different brands (Morrisons own-brand, S&B, Guylian), different pro",8
1189,2,Sains,NONE,,0.95,"Cluster is Cake Decor Edible Glue 15g (adhesive product). All Sainsbury's candidates are cake boards, decorations, candles, or eggs - none match the edible glue",8
1198,2,Morrisons,NONE,,0.95,"Cluster is Kerrygold Salted Butter 250g (branded, specific brand and variety). No candidate is Kerrygold brand. A, B, C are different brands/own-brands. D-H are",8
1205,3,Sains,A,44505.0,0.85,"Willow Block 250g is the same brand (Willow) and weight (250g) as the cluster. 'Block' vs 'Original/Spread' suggests a different variety/format, but this appear",8
1196,3,Morrisons,NONE,,0.95,"Cluster requires 500g salted butter/spreadable. Option A is 450g, B is different brand (Country Life), C is 450g with maple flavoring (different variety), D is ",8
1182,3,Sains,NONE,,0.95,"Cluster contains Dr. Oetker decorating icing/sprinkles (76-75g, 4-pack format). All Sainsbury's candidates are eating chocolates or chocolate products, not deco",8
1210,3,Tesco,NONE,,0.95,"Cluster contains Lurpak brand butter (200g), candidates are either different brands (Tesco Organic, Manilife, IVY'S RESERVE, ProActiv) or wrong product category",8
1194,2,Morrisons,NONE,,0.95,"The cluster is Dr. Oetker Decorating Icing Gold (50g), a branded decorating icing product. None of the Morrisons candidates match this brand, variety, or produc",8
1211,2,Morrisons,NONE,,0.95,"Cluster is All Things Butter branded flavoured butter (125g). No candidate matches: A is garlic cloves, B is seasoning, C is biscuits, D is mash, E is crisps, F",8
1213,2,Tesco,NONE,,0.95,Cluster contains pure maple syrup 250g. Candidates A & B are different grade/variety (Grade A Dark/Amber) and different weight (330g). C is a flavored sachet pr,8
1213,2,Morrisons,B,22945.0,0.75,"Pure maple syrup product, but weight differs (230g vs 250g cluster standard). Hilltop brand is different from ASDA/Sainsbury's, but same core product type. Weig",8
1217,2,Tesco,NONE,,0.99,"Cluster is Clarks Organic Agave Syrup 250ml. Candidates A and B are maple syrup (different product type), C-H are completely unrelated products. No match found.",8
1207,2,Morrisons,NONE,,0.95,"Cluster is Lurpak branded butter (175-180g). All Morrisons candidates are either different brands (Morrisons own-brand, Ma Baker, Shalimar, Butter Puffs), diffe",8
1215,2,Morrisons,A,22945.0,0.65,"Pure Canadian maple syrup matches the cluster's core product (maple syrup), but Hilltop brand differs from Clarks, and 230g weight differs from cluster's ~175-1",8
1198,2,Sains,NONE,,0.95,"Cluster is Kerrygold Salted Butter 250g. No candidate matches: A is Isigny (different brand), B is unsalted (different variety), C is cashew (different product)",8
1222,3,Morrisons,NONE,,0.95,"Cluster is Schweppes Slimline Elderflower Tonic Water (946-1000ml). Candidates A & C are Elderflower Presse (different product type - not tonic water), B is App",8
1218,2,Morrisons,NONE,,0.95,"The cluster contains The Skinny Food Co. Golden Syrup Zero Calorie (425g/ml). None of the Morrison's candidates match this branded product, flavor, or weight. O",8
1227,3,Morrisons,NONE,,0.95,"Cluster contains Fever-tree brand products (Indian Tonic, Margarita Mixer, Summer Garden Tonic). Candidate A is London Essence (different brand), B-H are non-ma",8
1233,3,Morrisons,NONE,,0.99,"Cluster is Diet Indian Tonic Water with Lemon (~950-1083ml). All candidates are wines (red, white, rosé varieties). Completely different product categories.",8
1240,3,Tesco,NONE,,0.95,"Cluster is Diet Indian Tonic with Lime (all 3 SMs have lime flavour). Candidate A has elderflower (wrong flavour), B is soda water not tonic (wrong product type",8
1211,2,Tesco,NONE,,0.95,"The cluster is All Things Butter brand, Garlic & Herb flavour, 125g. No candidate matches this brand/flavour/weight combination. All options have different bran",8
1241,2,Morrisons,NONE,,0.95,"Cluster is Fever-Tree Refreshingly Light Lemon Tonic Water 500ml. No candidate matches this brand, flavour, and product type. C is a different brand (London Ess",8
1242,3,Tesco,NONE,,0.98,"Cluster is Fever-Tree Refreshingly Light Aromatic Tonic Water 500ml. None of the candidates match: A is sweeteners, B is cider, C is energy drink, D is lager be",8
1244,3,Sains,NONE,,0.95,"Cluster contains low-calorie/light Indian tonic water from own-brands (ASDA, Morrisons, Tesco) at 946-1000ml. Candidate A is full-sugar Fever Tree (different pr",8
1248,2,Sains,NONE,,0.95,"Cluster is The London Essence Co. Original Indian Tonic Water (branded, specific variety). All Sainsbury's candidates are either different brands, different var",8
1225,2,Tesco,NONE,,0.95,"Cluster contains Grapefruit & Rosemary Tonic Water (ASDA) and Pink Grapefruit Soda (Morrisons) both 900ml. No candidate matches: A is juice not tonic/soda, B is",8
1254,2,Sains,NONE,,0.95,"Cluster is Fever-Tree Classic Mojito Mixer 500ml. Candidate A is Easy Shaker 600ml (different variety/product, different volume). Candidate B is Light Cucumber ",8
1254,2,Morrisons,NONE,,0.95,"Cluster is Fever-Tree Classic Mojito Mixer (non-alcoholic mixer), candidates are vapes, liqueurs, and other products. No matching branded mixer product.",8
1249,3,Tesco,NONE,,0.95,"Candidate A is Schweppes Lemonade, not Schweppes Slimline Bitter Lemon. Different flavour/variety despite same brand and volume.",8
1251,3,Morrisons,NONE,,0.95,"Cluster contains Fever-Tree Classic Margarita and Mojito Mixers (non-alcoholic mixers, 500ml). No candidate is a Fever-Tree product or matches this core product",8
1266,3,Tesco,NONE,,0.95,"Cluster is Fever-Tree Italian Blood Orange Soda 500ml (branded mixer drink). Candidates A-B are coffee, C-D are beer, E is orange juice, F is wine, G is coffee,",8
1229,3,Morrisons,NONE,,0.95,"Cluster is Fever-Tree Tonic Water (light/Mediterranean variety). Candidates A & B are Fever-Tree Lemonade (different product type), C-H are different brands or ",8
1269,3,Tesco,NONE,,0.95,"Candidate A is Fever-Tree Light Sparkling Mexican Lime (different variety - 'Light'), different pack count (4x250ml vs 6x150ml), and different total volume (100",8
1270,2,Morrisons,NONE,,0.95,"Cluster is Fever-Tree Italian Blood Orange Soda (non-alcoholic mixer), 900ml, 6x150ml pack. No candidate matches: A & C are vodka/spirit drinks, B is squash, D ",8
1271,2,Tesco,A,50530.0,0.95,"Appletiser brand, 100% apple juice, 6x250ml pack (1500ml total). Matches cluster exactly - same brand, variety, volume, and pack count. The 'Lightly Sparkling' ",8
