ensemble_cluster_id,cluster_size,missing_sm,match_letter,picked_idx,confidence,reason,n_candidates
3133,2,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",4
3144,2,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",1
3142,3,Sains,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3147,3,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",3
3145,2,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",4
3162,2,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",2
3165,3,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",3
3166,2,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3166,2,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3169,3,Sains,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",1
3170,2,Sains,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",1
3171,3,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",2
3172,2,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",2
3174,3,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3175,3,Sains,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3189,2,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",1
3189,2,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",1
3191,2,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",3
3190,2,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",2
3191,2,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3194,2,Sains,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3194,2,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3197,2,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3199,2,Sains,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",3
3199,2,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",1
3202,3,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3203,2,Sains,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",3
3203,2,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",1
3208,3,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",2
3209,3,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3211,3,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",2
3216,3,Sains,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",1
3212,3,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",2
3223,2,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",1
3224,2,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",1
3225,3,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3226,2,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",1
3222,3,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",4
3226,2,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",1
3228,3,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",2
3229,3,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",1
3240,3,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",4
3242,2,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",4
3242,2,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",4
3244,2,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3244,2,Sains,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3245,2,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",2
3247,2,Sains,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",1
3245,2,Sains,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",4
3250,2,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",1
3251,2,Sains,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",1
3251,2,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",1
3254,3,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",1
3255,3,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",4
3256,2,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3256,2,Sains,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3260,3,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3264,2,Sains,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",2
3261,2,Sains,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",1
3264,2,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",1
3265,2,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",3
3265,2,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",1
3268,3,Sains,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",1
3271,3,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",1
3272,2,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3273,2,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3273,2,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",2
3280,3,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3281,2,Sains,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",2
3281,2,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",3
3282,3,Sains,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",4
3286,3,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3289,2,Sains,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",1
3289,2,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",3
3291,3,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3295,3,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",2
3300,3,Sains,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3301,2,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",4
3303,3,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",2
3272,2,Sains,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3306,2,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",4
3306,2,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3317,2,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",4
3317,2,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",4
3321,2,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3323,3,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",4
3320,3,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",2
3321,2,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3327,3,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3326,3,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3329,2,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",3
3329,2,Sains,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",3
3332,3,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3333,3,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",2
3334,3,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",4
3340,3,Sains,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",1
3341,2,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3341,2,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",2
3343,3,Sains,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3344,3,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3347,3,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",1
3349,2,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3349,2,Sains,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3348,3,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",1
3351,2,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",3
3350,3,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3351,2,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",1
3352,2,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",2
3353,3,Sains,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3355,2,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",1
3355,2,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",1
3358,3,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",3
3361,3,Sains,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3356,3,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",4
3362,3,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3363,2,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",1
3366,3,Sains,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",4
3364,3,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3367,2,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",1
3368,3,Sains,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",3
3369,3,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",3
3370,3,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3372,3,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",2
3373,3,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3374,3,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",4
3375,2,Sains,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3375,2,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",2
3376,3,Sains,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3377,3,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3363,2,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",2
3378,2,Sains,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",3
3378,2,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",1
3352,2,Sains,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",1
3379,2,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",2
3379,2,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3381,2,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3381,2,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3384,3,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",1
3385,3,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3387,3,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3394,2,Sains,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",1
3398,2,Sains,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",3
3398,2,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3399,3,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3400,2,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3401,3,Sains,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3403,3,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",4
3409,3,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3408,2,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",1
3411,3,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3417,2,Sains,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",1
3412,3,Sains,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3417,2,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",1
3418,3,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3419,3,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3421,2,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",1
3422,2,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",1
3422,2,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",4
3424,3,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",1
3425,2,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3425,2,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",3
3428,3,Sains,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",2
3433,3,Sains,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3435,3,Sains,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",4
3434,2,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",3
3436,2,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",3
3438,2,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",2
3438,2,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",2
3439,2,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3439,2,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",3
3441,3,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",3
3444,3,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3443,3,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",4
3445,2,Sains,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",2
3445,2,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",2
3447,2,Sains,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",1
3446,3,Sains,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",4
3450,2,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3447,2,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",2
3450,2,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3451,2,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",4
3451,2,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",2
3452,3,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3453,3,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",1
3454,2,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",3
3455,3,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3457,2,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3463,2,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",1
3458,2,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",1
3465,3,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",2
3463,2,Sains,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",1
3466,2,Morrisons,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3466,2,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
3467,2,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",1
3471,2,Tesco,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",3
3471,2,Sains,NONE,,0.0,"api_error: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'Your cred",5
